date,SKU,qty,price_per_unit,tavg,prcp,tsun,sale_active,sale_percent,mmdd,day_of_week,month,is_holiday
2024-10-16,9101dx,0.0,1295.2285826771654,13.0,0.0,228.0,True,0.15,10-16,2,10,False
2024-10-17,9101dx,0.0,1295.2285826771654,15.4,0.0,204.0,True,0.15,10-17,3,10,False
2024-10-18,9101dx,0.0,1295.2285826771654,13.1,2.1,0.0,True,0.15,10-18,4,10,False
2024-10-19,9101dx,0.0,1295.2285826771654,13.2,0.0,18.0,True,0.15,10-19,5,10,False
2024-10-20,9101dx,0.0,1295.2285826771654,13.2,0.0,102.0,True,0.2,10-20,6,10,False
2024-10-21,9101dx,0.0,1295.2285826771654,15.0,0.0,300.0,True,0.15,10-21,0,10,False
2024-10-22,9101dx,0.0,1295.2285826771654,14.3,0.8,24.0,True,0.15,10-22,1,10,False
2024-10-23,9101dx,0.0,1295.2285826771654,9.9,0.0,330.0,True,0.15,10-23,2,10,False
2024-10-24,9101dx,0.0,1295.2285826771654,11.9,0.0,24.0,True,0.15,10-24,3,10,False
2024-10-25,9101dx,0.0,1295.2285826771654,13.5,0.0,342.0,True,0.15,10-25,4,10,False
2024-10-26,9101dx,0.0,1295.2285826771654,11.2,0.0,270.0,True,0.15,10-26,5,10,False
2024-10-27,9101dx,0.0,1295.2285826771654,11.1,0.0,240.0,True,0.15,10-27,6,10,False
2024-10-28,9101dx,0.0,1295.2285826771654,13.1,0.0,414.0,True,0.15,10-28,0,10,False
2024-10-29,9101dx,0.0,1295.2285826771654,13.3,0.0,516.0,True,0.15,10-29,1,10,False
2024-10-30,9101dx,0.0,1295.2285826771654,11.4,0.0,408.0,True,0.15,10-30,2,10,False
2024-10-31,9101dx,0.0,1295.2285826771654,10.4,0.0,0.0,True,0.15,10-31,3,10,False
2024-11-01,9101dx,0.0,1295.2285826771654,9.7,0.0,270.0,True,0.08,11-01,4,11,True
2024-11-02,9101dx,0.0,1295.2285826771654,9.1,0.2,6.0,True,0.08,11-02,5,11,False
2024-11-03,9101dx,0.0,1295.2285826771654,9.8,0.0,6.0,True,0.08,11-03,6,11,False
2024-11-04,9101dx,0.0,1295.2285826771654,8.0,0.0,330.0,True,0.08,11-04,0,11,False
2024-11-05,9101dx,0.0,1295.2285826771654,7.1,0.0,384.0,True,0.08,11-05,1,11,False
2024-11-06,9101dx,0.0,1295.2285826771654,7.0,0.1,0.0,True,0.08,11-06,2,11,False
2024-11-07,9101dx,0.0,1295.2285826771654,6.7,0.0,0.0,True,0.08,11-07,3,11,False
2024-11-08,9101dx,0.0,1295.2285826771654,7.1,0.0,0.0,True,0.08,11-08,4,11,False
2024-11-09,9101dx,0.0,1295.2285826771654,6.6,0.1,420.0,True,0.08,11-09,5,11,False
2024-11-10,9101dx,0.0,1295.2285826771654,4.4,0.1,0.0,True,0.08,11-10,6,11,False
2024-11-11,9101dx,0.0,1295.2285826771654,5.1,3.5,6.0,True,0.08,11-11,0,11,False
2024-11-12,9101dx,0.0,1295.2285826771654,5.3,0.0,0.0,True,0.08,11-12,1,11,False
2024-11-13,9101dx,0.0,1295.2285826771654,2.7,0.6,0.0,True,0.08,11-13,2,11,False
2024-11-14,9101dx,0.0,1295.2285826771654,4.5,0.3,0.0,True,0.08,11-14,3,11,False
2024-11-15,9101dx,1.0,1159.66,6.4,0.0,0.0,True,0.2,11-15,4,11,False
2024-11-16,9101dx,0.0,1295.2285826771654,3.5,0.0,336.0,True,0.2,11-16,5,11,False
2024-11-17,9101dx,0.0,1295.2285826771654,4.9,0.8,66.0,True,0.2,11-17,6,11,False
2024-11-18,9101dx,2.0,1194.585,7.2,1.6,0.0,True,0.2,11-18,0,11,False
2024-11-19,9101dx,0.0,1295.2285826771654,9.6,15.7,18.0,True,0.2,11-19,1,11,False
2024-11-20,9101dx,0.0,1295.2285826771654,2.8,0.0,414.0,True,0.2,11-20,2,11,True
2024-11-21,9101dx,0.0,1295.2285826771654,1.6,0.0,12.0,True,0.2,11-21,3,11,False
2024-11-22,9101dx,0.0,1295.2285826771654,0.8,0.7,162.0,True,0.2,11-22,4,11,False
2024-11-23,9101dx,0.0,1295.2285826771654,3.6,0.0,210.0,True,0.2,11-23,5,11,False
2024-11-24,9101dx,0.0,1295.2285826771654,11.6,0.0,150.0,True,0.2,11-24,6,11,False
2024-11-25,9101dx,0.0,1295.2285826771654,12.8,7.5,198.0,True,0.2,11-25,0,11,False
2024-11-26,9101dx,0.0,1295.2285826771654,9.3,0.4,84.0,True,0.2,11-26,1,11,False
2024-11-27,9101dx,0.0,1295.2285826771654,8.2,5.7,324.0,True,0.2,11-27,2,11,False
2024-11-28,9101dx,1.0,1250.0,6.8,0.0,102.0,True,0.2,11-28,3,11,False
2024-11-29,9101dx,1.0,1159.66,3.2,0.0,354.0,True,0.2,11-29,4,11,False
2024-11-30,9101dx,1.0,1159.66,1.6,0.0,438.0,True,0.2,11-30,5,11,False
2024-12-01,9101dx,0.0,1295.2285826771654,0.4,0.1,444.0,True,0.2,12-01,6,12,False
2024-12-02,9101dx,1.0,1159.66,5.6,4.1,132.0,True,0.2,12-02,0,12,False
2024-12-03,9101dx,0.0,1295.2285826771654,5.7,2.6,42.0,True,0.12,12-03,1,12,False
2024-12-04,9101dx,0.0,1295.2285826771654,3.0,0.0,126.0,True,0.12,12-04,2,12,False
2024-12-05,9101dx,0.0,1295.2285826771654,1.6,8.2,228.0,True,0.12,12-05,3,12,False
2024-12-06,9101dx,0.0,1295.2285826771654,7.3,0.1,96.0,True,0.12,12-06,4,12,False
2024-12-07,9101dx,0.0,1295.2285826771654,5.5,1.4,0.0,True,0.12,12-07,5,12,False
2024-12-08,9101dx,0.0,1295.2285826771654,3.7,0.5,0.0,True,0.12,12-08,6,12,False
2024-12-09,9101dx,0.0,1295.2285826771654,3.5,0.0,0.0,True,0.12,12-09,0,12,False
2024-12-10,9101dx,0.0,1295.2285826771654,3.1,0.0,0.0,True,0.12,12-10,1,12,False
2024-12-11,9101dx,0.0,1295.2285826771654,2.0,0.0,0.0,True,0.12,12-11,2,12,False
2024-12-12,9101dx,0.0,1295.2285826771654,1.8,0.0,0.0,True,0.12,12-12,3,12,False
2024-12-13,9101dx,0.0,1295.2285826771654,1.4,0.0,0.0,True,0.12,12-13,4,12,False
2024-12-14,9101dx,0.0,1295.2285826771654,0.6,0.6,72.0,True,0.12,12-14,5,12,False
2024-12-15,9101dx,0.0,1295.2285826771654,3.9,0.0,72.0,True,0.12,12-15,6,12,False
2024-12-16,9101dx,0.0,1295.2285826771654,7.5,0.0,120.0,True,0.12,12-16,0,12,False
2024-12-17,9101dx,0.0,1295.2285826771654,5.2,0.0,0.0,True,0.12,12-17,1,12,False
2024-12-18,9101dx,0.0,1295.2285826771654,7.5,0.1,144.0,True,0.12,12-18,2,12,False
2024-12-19,9101dx,0.0,1295.2285826771654,9.2,6.3,60.0,True,0.12,12-19,3,12,False
2024-12-20,9101dx,0.0,1295.2285826771654,2.7,0.0,48.0,True,0.12,12-20,4,12,False
2024-12-21,9101dx,0.0,1295.2285826771654,4.6,2.9,102.0,True,0.12,12-21,5,12,False
2024-12-22,9101dx,0.0,1295.2285826771654,4.9,1.4,12.0,True,0.12,12-22,6,12,False
2024-12-23,9101dx,1.0,1375.0,2.0,0.9,6.0,True,0.12,12-23,0,12,False
2024-12-24,9101dx,0.0,1295.2285826771654,3.1,0.0,18.0,True,0.12,12-24,1,12,False
2024-12-25,9101dx,0.0,1295.2285826771654,1.9,0.0,222.0,True,0.12,12-25,2,12,True
2024-12-26,9101dx,0.0,1295.2285826771654,0.7,0.0,456.0,True,0.12,12-26,3,12,True
2024-12-27,9101dx,0.0,1295.2285826771654,-0.6,0.0,444.0,True,0.12,12-27,4,12,False
2024-12-28,9101dx,0.0,1295.2285826771654,-0.9,0.0,444.0,True,0.12,12-28,5,12,False
2024-12-29,9101dx,0.0,1295.2285826771654,-2.4,0.0,186.0,True,0.12,12-29,6,12,False
2024-12-30,9101dx,0.0,1295.2285826771654,-1.4,0.0,0.0,True,0.12,12-30,0,12,False
2024-12-31,9101dx,0.0,1295.2285826771654,-2.3,0.0,396.0,True,0.12,12-31,1,12,False
2025-01-01,9101dx,0.0,1295.2285826771654,3.5,0.0,360.0,True,0.12,01-01,2,1,True
2025-01-02,9101dx,0.0,1295.2285826771654,5.5,11.4,0.0,True,0.15,01-02,3,1,False
2025-01-03,9101dx,0.0,1295.2285826771654,0.0,0.0,252.0,True,0.15,01-03,4,1,False
2025-01-04,9101dx,0.0,1295.2285826771654,-1.8,5.3,198.0,True,0.15,01-04,5,1,False
2025-01-05,9101dx,0.0,1295.2285826771654,6.7,0.9,36.0,True,0.15,01-05,6,1,False
2025-01-06,9101dx,0.0,1295.2285826771654,9.0,5.2,240.0,True,0.15,01-06,0,1,True
2025-01-07,9101dx,0.0,1295.2285826771654,5.3,5.1,222.0,True,0.15,01-07,1,1,False
2025-01-08,9101dx,0.0,1295.2285826771654,2.3,7.7,0.0,True,0.15,01-08,2,1,False
2025-01-09,9101dx,0.0,1295.2285826771654,6.9,3.8,96.0,True,0.15,01-09,3,1,False
2025-01-10,9101dx,0.0,1295.2285826771654,1.4,0.0,354.0,True,0.15,01-10,4,1,False
2025-01-11,9101dx,0.0,1295.2285826771654,-0.8,0.0,0.0,True,0.15,01-11,5,1,False
2025-01-12,9101dx,0.0,1295.2285826771654,-0.2,0.0,318.0,True,0.15,01-12,6,1,False
2025-01-13,9101dx,0.0,1295.2285826771654,-3.3,0.0,360.0,True,0.15,01-13,0,1,False
2025-01-14,9101dx,0.0,1295.2285826771654,-1.9,0.2,444.0,True,0.15,01-14,1,1,False
2025-01-15,9101dx,0.0,1295.2285826771654,0.1,0.3,0.0,True,0.2,01-15,2,1,False
2025-01-16,9101dx,0.0,1295.2285826771654,1.2,0.0,36.0,True,0.2,01-16,3,1,False
2025-01-17,9101dx,0.0,1295.2285826771654,0.5,0.0,0.0,True,0.2,01-17,4,1,False
2025-01-18,9101dx,0.0,1295.2285826771654,0.3,0.0,132.0,True,0.2,01-18,5,1,False
2025-01-19,9101dx,0.0,1295.2285826771654,-1.6,0.0,444.0,True,0.2,01-19,6,1,False
2025-01-20,9101dx,1.0,1159.66,-3.3,0.0,0.0,True,0.2,01-20,0,1,False
2025-01-21,9101dx,0.0,1295.2285826771654,-3.2,0.0,66.0,True,0.2,01-21,1,1,False
2025-01-22,9101dx,0.0,1295.2285826771654,0.7,0.0,30.0,True,0.2,01-22,2,1,False
2025-01-23,9101dx,1.0,1159.66,5.7,1.0,84.0,True,0.2,01-23,3,1,False
2025-01-24,9101dx,0.0,1295.2285826771654,8.1,0.0,12.0,True,0.2,01-24,4,1,False
2025-01-25,9101dx,0.0,1295.2285826771654,11.4,0.0,108.0,True,0.2,01-25,5,1,False
2025-01-26,9101dx,0.0,1295.2285826771654,8.0,0.8,180.0,True,0.2,01-26,6,1,False
2025-01-27,9101dx,0.0,1295.2285826771654,9.6,1.2,12.0,True,0.2,01-27,0,1,False
2025-01-28,9101dx,0.0,1295.2285826771654,7.3,2.0,60.0,True,0.2,01-28,1,1,False
2025-01-29,9101dx,0.0,1295.2285826771654,6.9,0.0,144.0,True,0.2,01-29,2,1,False
2025-01-30,9101dx,0.0,1295.2285826771654,6.1,0.7,126.0,True,0.2,01-30,3,1,False
2025-01-31,9101dx,0.0,1295.2285826771654,2.9,0.0,240.0,True,0.2,01-31,4,1,False
2025-02-01,9101dx,0.0,1295.2285826771654,0.5,0.0,438.0,True,0.2,02-01,5,2,False
2025-02-02,9101dx,0.0,1295.2285826771654,0.1,0.0,486.0,True,0.2,02-02,6,2,False
2025-02-03,9101dx,1.0,1159.66,-0.3,0.0,108.0,True,0.2,02-03,0,2,False
2025-02-04,9101dx,0.0,1295.2285826771654,-1.0,0.0,282.0,True,0.2,02-04,1,2,False
2025-02-05,9101dx,0.0,1295.2285826771654,0.1,0.1,516.0,True,0.2,02-05,2,2,False
2025-02-06,9101dx,0.0,1295.2285826771654,1.3,0.1,0.0,True,0.2,02-06,3,2,False
2025-02-07,9101dx,0.0,1295.2285826771654,2.4,0.0,144.0,True,0.2,02-07,4,2,False
2025-02-08,9101dx,0.0,1295.2285826771654,2.3,0.0,522.0,True,0.2,02-08,5,2,False
2025-02-09,9101dx,0.0,1295.2285826771654,2.4,0.0,90.0,True,0.2,02-09,6,2,False
2025-02-10,9101dx,0.0,1295.2285826771654,3.2,6.0,132.0,True,0.2,02-10,0,2,False
2025-02-11,9101dx,0.0,1295.2285826771654,5.3,14.6,0.0,True,0.2,02-11,1,2,False
2025-02-12,9101dx,0.0,1295.2285826771654,7.2,17.7,0.0,True,0.2,02-12,2,2,False
2025-02-13,9101dx,0.0,1295.2285826771654,2.1,10.5,6.0,True,0.2,02-13,3,2,False
2025-02-14,9101dx,0.0,1295.2285826771654,-1.2,0.0,0.0,True,0.2,02-14,4,2,False
2025-02-15,9101dx,0.0,1295.2285826771654,-0.6,0.0,12.0,True,0.2,02-15,5,2,False
2025-02-16,9101dx,0.0,1295.2285826771654,-0.5,0.0,0.0,True,0.2,02-16,6,2,False
2025-02-17,9101dx,1.0,1159.66,-0.9,0.0,546.0,True,0.2,02-17,0,2,False
2025-02-18,9101dx,0.0,1295.2285826771654,-1.6,0.0,546.0,True,0.2,02-18,1,2,False
2025-02-19,9101dx,0.0,1295.2285826771654,-0.6,0.0,498.0,True,0.2,02-19,2,2,False
2025-02-20,9101dx,1.0,1276.6,5.1,0.1,228.0,True,0.2,02-20,3,2,False
2025-02-21,9101dx,1.0,1159.66,10.3,0.0,456.0,True,0.2,02-21,4,2,False
2025-02-22,9101dx,0.0,1295.2285826771654,10.7,0.0,156.0,True,0.2,02-22,5,2,False
2025-02-23,9101dx,0.0,1295.2285826771654,9.5,0.0,204.0,True,0.2,02-23,6,2,False
2025-02-24,9101dx,0.0,1295.2285826771654,8.2,0.7,0.0,True,0.2,02-24,0,2,False
2025-02-25,9101dx,0.0,1295.2285826771654,8.9,2.2,54.0,True,0.2,02-25,1,2,False
2025-02-26,9101dx,0.0,1295.2285826771654,5.7,0.7,24.0,True,0.2,02-26,2,2,False
2025-02-27,9101dx,2.0,1194.585,4.8,1.1,144.0,True,0.2,02-27,3,2,False
2025-02-28,9101dx,2.0,1273.63,3.5,0.5,60.0,True,0.2,02-28,4,2,False
2025-03-01,9101dx,0.0,1295.2285826771654,2.7,0.0,126.0,True,0.1,03-01,5,3,False
2025-03-02,9101dx,0.0,1295.2285826771654,3.5,0.0,600.0,True,0.1,03-02,6,3,False
2025-03-03,9101dx,0.0,1295.2285826771654,4.8,0.0,570.0,True,0.1,03-03,0,3,False
2025-03-04,9101dx,2.0,1299.185,6.0,0.0,564.0,True,0.1,03-04,1,3,False
2025-03-05,9101dx,1.0,1304.62,7.5,0.0,588.0,True,0.1,03-05,2,3,False
2025-03-06,9101dx,0.0,1295.2285826771654,8.9,0.0,594.0,True,0.1,03-06,3,3,False
2025-03-07,9101dx,0.0,1295.2285826771654,9.4,0.0,594.0,True,0.1,03-07,4,3,False
2025-03-08,9101dx,0.0,1295.2285826771654,9.7,0.0,600.0,True,0.1,03-08,5,3,False
2025-03-09,9101dx,0.0,1295.2285826771654,10.3,0.0,606.0,True,0.1,03-09,6,3,False
2025-03-10,9101dx,1.0,1304.62,7.9,2.2,12.0,True,0.1,03-10,0,3,False
2025-03-11,9101dx,0.0,1295.2285826771654,8.5,14.6,378.0,True,0.1,03-11,1,3,False
2025-03-12,9101dx,0.0,1295.2285826771654,5.4,12.3,0.0,True,0.1,03-12,2,3,False
2025-03-13,9101dx,0.0,1295.2285826771654,4.7,1.6,60.0,True,0.1,03-13,3,3,False
2025-03-14,9101dx,0.0,1295.2285826771654,3.4,0.0,0.0,True,0.1,03-14,4,3,False
2025-03-15,9101dx,0.0,1295.2285826771654,5.1,0.0,0.0,True,0.1,03-15,5,3,False
2025-03-16,9101dx,0.0,1295.2285826771654,4.4,0.0,0.0,True,0.1,03-16,6,3,False
2025-03-17,9101dx,1.0,1304.62,3.2,0.0,342.0,True,0.1,03-17,0,3,False
2025-03-18,9101dx,0.0,1295.2285826771654,4.0,0.0,660.0,True,0.1,03-18,1,3,False
2025-03-19,9101dx,2.0,1229.51,6.7,0.0,684.0,True,0.1,03-19,2,3,False
2025-03-20,9101dx,0.0,1295.2285826771654,11.0,0.0,492.0,True,0.1,03-20,3,3,False
2025-03-21,9101dx,0.0,1295.2285826771654,13.2,0.0,570.0,True,0.1,03-21,4,3,False
2025-03-22,9101dx,0.0,1295.2285826771654,13.8,0.1,282.0,True,0.1,03-22,5,3,False
2025-03-23,9101dx,0.0,1295.2285826771654,11.2,0.0,120.0,True,0.1,03-23,6,3,False
2025-03-24,9101dx,2.0,1421.21,10.3,3.1,120.0,True,0.1,03-24,0,3,False
2025-03-25,9101dx,0.0,1295.2285826771654,11.6,0.0,258.0,True,0.1,03-25,1,3,False
2025-03-26,9101dx,0.0,1295.2285826771654,8.5,1.7,0.0,True,0.1,03-26,2,3,False
2025-03-27,9101dx,1.0,1304.62,8.1,0.0,318.0,True,0.1,03-27,3,3,False
2025-03-28,9101dx,0.0,1295.2285826771654,9.0,0.0,618.0,True,0.1,03-28,4,3,False
2025-03-29,9101dx,0.0,1295.2285826771654,9.5,0.0,66.0,True,0.1,03-29,5,3,False
2025-03-30,9101dx,0.0,1295.2285826771654,8.7,0.0,372.0,True,0.1,03-30,6,3,False
2025-03-31,9101dx,2.0,1370.395,8.0,0.0,24.0,True,0.1,03-31,0,3,False
2025-04-01,9101dx,1.0,1356.38,8.0,0.0,420.0,True,0.15,04-01,1,4,False
2025-04-02,9101dx,0.0,1295.2285826771654,11.0,0.0,720.0,True,0.15,04-02,2,4,False
2025-04-03,9101dx,0.0,1295.2285826771654,13.5,0.0,684.0,True,0.15,04-03,3,4,False
2025-04-04,9101dx,1.0,1232.14,14.0,0.0,726.0,True,0.15,04-04,4,4,False
2025-04-05,9101dx,0.0,1295.2285826771654,13.0,0.0,618.0,True,0.15,04-05,5,4,False
2025-04-06,9101dx,0.0,1295.2285826771654,6.3,0.0,732.0,True,0.15,04-06,6,4,False
2025-04-07,9101dx,1.0,1232.14,6.4,0.0,732.0,True,0.15,04-07,0,4,False
2025-04-08,9101dx,0.0,1295.2285826771654,8.9,0.0,714.0,True,0.15,04-08,1,4,False
2025-04-09,9101dx,0.0,1295.2285826771654,10.0,0.0,708.0,True,0.15,04-09,2,4,False
2025-04-10,9101dx,0.0,1295.2285826771654,9.6,0.0,720.0,True,0.15,04-10,3,4,False
2025-04-11,9101dx,1.0,1232.14,11.4,0.0,744.0,True,0.15,04-11,4,4,False
2025-04-12,9101dx,0.0,1295.2285826771654,15.0,0.0,702.0,True,0.15,04-12,5,4,False
2025-04-13,9101dx,0.0,1295.2285826771654,15.0,4.7,108.0,True,0.15,04-13,6,4,False
2025-04-14,9101dx,0.0,1295.2285826771654,14.4,0.2,516.0,True,0.15,04-14,0,4,False
2025-04-15,9101dx,0.0,1295.2285826771654,14.4,0.5,432.0,True,0.15,04-15,1,4,False
2025-04-16,9101dx,0.0,1295.2285826771654,13.1,0.0,402.0,True,0.15,04-16,2,4,False
2025-04-17,9101dx,1.0,1232.14,8.3,2.7,0.0,True,0.15,04-17,3,4,False
2025-04-18,9101dx,0.0,1295.2285826771654,7.9,0.0,30.0,True,0.15,04-18,4,4,True
2025-04-19,9101dx,0.0,1295.2285826771654,11.9,0.0,696.0,True,0.15,04-19,5,4,False
2025-04-20,9101dx,0.0,1295.2285826771654,11.1,1.6,438.0,True,0.15,04-20,6,4,False
2025-04-21,9101dx,0.0,1295.2285826771654,10.1,4.1,222.0,True,0.15,04-21,0,4,True
2025-04-22,9101dx,0.0,1295.2285826771654,12.3,0.0,330.0,True,0.15,04-22,1,4,False
2025-04-23,9101dx,1.0,1306.35,11.8,7.7,438.0,True,0.15,04-23,2,4,False
2025-04-24,9101dx,1.0,1449.58,10.4,2.9,12.0,True,0.15,04-24,3,4,False
2025-04-25,9101dx,0.0,1295.2285826771654,10.4,1.4,42.0,True,0.15,04-25,4,4,False
2025-04-26,9101dx,0.0,1295.2285826771654,10.8,0.4,30.0,True,0.15,04-26,5,4,False
2025-04-27,9101dx,0.0,1295.2285826771654,13.5,0.0,810.0,True,0.15,04-27,6,4,False
2025-04-28,9101dx,3.0,1232.14,14.9,0.0,822.0,True,0.15,04-28,0,4,False
2025-04-29,9101dx,2.0,1227.0100000000002,16.8,0.0,834.0,True,0.15,04-29,1,4,False
2025-04-30,9101dx,1.0,1232.14,18.1,0.0,834.0,True,0.15,04-30,2,4,False
2025-05-01,9101dx,0.0,1295.2285826771654,19.4,0.0,840.0,True,0.1,05-01,3,5,True
2025-05-02,9101dx,1.0,1383.2,20.9,0.0,756.0,True,0.1,05-02,4,5,False
2025-05-03,9101dx,0.0,1295.2285826771654,18.0,24.1,210.0,True,0.1,05-03,5,5,False
2025-05-04,9101dx,0.0,1295.2285826771654,10.6,3.0,6.0,True,0.1,05-04,6,5,False
2025-05-05,9101dx,1.0,1304.62,9.9,0.0,90.0,True,0.1,05-05,0,5,False
2025-05-06,9101dx,0.0,1295.2285826771654,10.4,0.0,498.0,True,0.1,05-06,1,5,False
2025-05-07,9101dx,0.0,1295.2285826771654,11.0,0.0,660.0,True,0.1,05-07,2,5,False
2025-05-08,9101dx,0.0,1295.2285826771654,11.5,0.0,54.0,True,0.1,05-08,3,5,False
2025-05-09,9101dx,0.0,1295.2285826771654,12.2,0.0,852.0,True,0.1,05-09,4,5,False
2025-05-10,9101dx,0.0,1295.2285826771654,13.5,0.0,864.0,True,0.1,05-10,5,5,False
2025-05-11,9101dx,0.0,1295.2285826771654,15.5,0.0,858.0,True,0.1,05-11,6,5,False
2025-05-12,9101dx,0.0,1295.2285826771654,16.1,0.0,852.0,True,0.1,05-12,0,5,False
2025-05-13,9101dx,0.0,1295.2285826771654,15.7,0.0,816.0,True,0.1,05-13,1,5,False
2025-05-14,9101dx,0.0,1295.2285826771654,16.4,0.0,864.0,True,0.1,05-14,2,5,False
2025-05-15,9101dx,0.0,1295.2285826771654,14.4,0.0,708.0,True,0.1,05-15,3,5,False
2025-05-16,9101dx,0.0,1295.2285826771654,12.6,0.0,510.0,True,0.1,05-16,4,5,False
2025-05-17,9101dx,0.0,1295.2285826771654,13.7,0.0,660.0,True,0.1,05-17,5,5,False
2025-05-18,9101dx,0.0,1295.2285826771654,14.4,0.0,708.0,True,0.1,05-18,6,5,False
2025-05-19,9101dx,0.0,1295.2285826771654,15.7,0.0,882.0,True,0.1,05-19,0,5,False
2025-05-20,9101dx,1.0,1304.62,18.0,0.0,522.0,True,0.1,05-20,1,5,False
2025-05-21,9101dx,0.0,1295.2285826771654,15.1,6.0,114.0,True,0.1,05-21,2,5,False
2025-05-22,9101dx,0.0,1295.2285826771654,12.0,0.9,264.0,True,0.1,05-22,3,5,False
2025-05-23,9101dx,0.0,1295.2285826771654,10.8,0.0,450.0,True,0.1,05-23,4,5,False
2025-05-24,9101dx,0.0,1295.2285826771654,12.2,1.5,660.0,True,0.1,05-24,5,5,False
2025-05-25,9101dx,0.0,1295.2285826771654,14.8,2.6,66.0,True,0.1,05-25,6,5,False
2025-05-26,9101dx,1.0,1406.25,15.3,0.0,450.0,True,0.1,05-26,0,5,False
2025-05-27,9101dx,0.0,1295.2285826771654,16.0,0.1,198.0,True,0.1,05-27,1,5,False
2025-05-28,9101dx,0.0,1295.2285826771654,15.4,9.7,78.0,True,0.1,05-28,2,5,False
2025-05-29,9101dx,0.0,1295.2285826771654,16.4,0.0,192.0,True,0.1,05-29,3,5,True
2025-05-30,9101dx,1.0,1436.17,21.5,0.0,768.0,True,0.1,05-30,4,5,False
2025-05-31,9101dx,3.0,1304.62,21.7,2.2,714.0,True,0.1,05-31,5,5,False
2025-06-01,9101dx,0.0,1295.2285826771654,21.4,16.4,408.0,True,0.1,06-01,6,6,False
2025-06-02,9101dx,2.0,1299.185,16.9,7.7,54.0,True,0.15,06-02,0,6,False
2025-06-03,9101dx,1.0,1221.88,18.7,3.0,270.0,True,0.15,06-03,1,6,False
2025-06-04,9101dx,0.0,1295.2285826771654,17.4,11.3,24.0,True,0.15,06-04,2,6,False
2025-06-05,9101dx,0.0,1295.2285826771654,17.7,0.0,216.0,True,0.15,06-05,3,6,False
2025-06-06,9101dx,0.0,1295.2285826771654,17.7,6.2,66.0,True,0.15,06-06,4,6,False
2025-06-07,9101dx,0.0,1295.2285826771654,17.1,0.9,108.0,True,0.15,06-07,5,6,False
2025-06-08,9101dx,0.0,1295.2285826771654,14.7,0.9,306.0,True,0.15,06-08,6,6,False
2025-06-09,9101dx,0.0,1295.2285826771654,15.1,0.0,768.0,True,0.15,06-09,0,6,True
2025-06-10,9101dx,1.0,1328.13,18.2,0.0,780.0,True,0.15,06-10,1,6,False
2025-06-11,9101dx,1.0,1221.88,19.0,0.0,846.0,True,0.15,06-11,2,6,False
2025-06-12,9101dx,1.0,1232.14,21.3,0.0,864.0,True,0.15,06-12,3,6,False
2025-06-13,9101dx,0.0,1295.2285826771654,24.3,0.0,870.0,True,0.15,06-13,4,6,False
2025-06-14,9101dx,0.0,1295.2285826771654,25.9,0.0,816.0,True,0.15,06-14,5,6,False
2025-06-15,9101dx,0.0,1295.2285826771654,20.9,11.4,300.0,True,0.15,06-15,6,6,False
2025-06-16,9101dx,2.0,1232.14,18.4,0.0,516.0,True,0.15,06-16,0,6,False
2025-06-17,9101dx,0.0,1295.2285826771654,19.9,0.0,894.0,True,0.15,06-17,1,6,False
2025-06-18,9101dx,1.0,1492.03,22.1,0.0,894.0,True,0.15,06-18,2,6,False
2025-06-19,9101dx,0.0,1295.2285826771654,22.8,0.0,876.0,True,0.15,06-19,3,6,True
2025-06-20,9101dx,1.0,1232.14,21.6,0.0,882.0,True,0.15,06-20,4,6,False
2025-06-21,9101dx,0.0,1295.2285826771654,22.9,0.0,888.0,True,0.15,06-21,5,6,False
2025-06-22,9101dx,0.0,1295.2285826771654,25.9,0.0,888.0,True,0.15,06-22,6,6,False
2025-06-23,9101dx,0.0,1295.2285826771654,24.2,0.0,450.0,True,0.15,06-23,0,6,False
2025-06-24,9101dx,0.0,1295.2285826771654,23.1,0.0,858.0,True,0.15,06-24,1,6,False
2025-06-25,9101dx,1.0,1232.14,26.1,0.2,888.0,True,0.15,06-25,2,6,False
2025-06-26,9101dx,1.0,1232.14,24.5,0.0,486.0,True,0.15,06-26,3,6,False
2025-06-27,9101dx,0.0,1295.2285826771654,22.4,0.0,222.0,True,0.15,06-27,4,6,False
2025-06-28,9101dx,0.0,1295.2285826771654,24.8,0.0,816.0,True,0.15,06-28,5,6,False
2025-06-29,9101dx,0.0,1295.2285826771654,26.7,0.0,912.0,True,0.15,06-29,6,6,False
2025-06-30,9101dx,1.0,1492.03,27.6,0.0,900.0,True,0.15,06-30,0,6,False
2025-07-01,9101dx,0.0,1295.2285826771654,26.3,0.0,588.0,True,0.12,07-01,1,7,False
2025-07-02,9101dx,0.0,1295.2285826771654,28.4,0.6,888.0,True,0.12,07-02,2,7,False
2025-07-03,9101dx,0.0,1295.2285826771654,22.3,0.0,192.0,True,0.12,07-03,3,7,False
2025-07-04,9101dx,0.0,1295.2285826771654,22.4,0.0,888.0,True,0.12,07-04,4,7,False
2025-07-05,9101dx,0.0,1295.2285826771654,23.1,0.0,810.0,True,0.12,07-05,5,7,False
2025-07-06,9101dx,0.0,1295.2285826771654,20.2,2.3,102.0,True,0.12,07-06,6,7,False
2025-07-07,9101dx,1.0,1275.63,16.6,7.8,192.0,True,0.12,07-07,0,7,False
2025-07-08,9101dx,0.0,1295.2285826771654,14.3,1.3,174.0,True,0.12,07-08,1,7,False
